year,month,day,hour,sim_flow_cfs,flow_cfs
1985,3,25,12,174.15132229751748,NA
1985,3,25,18,172.62868784281295,NA
1985,3,26,0,173.00755875767396,NA
1985,3,26,6,171.51744947632255,NA
1985,3,26,12,170.06389893676624,NA
1985,3,26,18,168.643234472927,NA
1985,3,27,0,169.07481691056125,NA
1985,3,27,6,167.69481516326633,NA
1985,3,27,12,166.34021950383604,NA
1985,3,27,18,165.00962739634588,NA
1985,3,28,0,165.46626556623426,NA
1985,3,28,6,164.16695081529153,NA
1985,3,28,12,162.89002569387614,NA
1985,3,28,18,161.63477145738995,NA
1985,3,29,0,162.11000795274543,NA
1985,3,29,6,160.8833371916612,NA
1985,3,29,12,159.67750410734766,NA
1985,3,29,18,158.49181132544675,NA
1985,3,30,0,158.98392173220262,NA
1985,3,30,6,157.82480013945448,NA
1985,3,30,12,156.68509286331263,NA
1985,3,30,18,155.5752424463028,NA
1985,3,31,0,174.08639250108092,NA
1985,3,31,6,185.38131644625867,NA
1985,3,31,12,187.13810006479733,NA
1985,3,31,18,193.42259895477804,NA
1985,4,1,0,198.638636672974,NA
1985,4,1,6,198.00127435907132,NA
1985,4,1,12,197.0382106833217,NA
1985,4,1,18,204.8140445517023,NA
1985,4,2,0,212.0987614854446,NA
1985,4,2,6,213.61641636500102,NA
1985,4,2,12,220.67357322170213,NA
1985,4,2,18,234.8748721931843,NA
1985,4,3,0,249.02558990215692,NA
1985,4,3,6,259.6972348759534,NA
1985,4,3,12,271.0641159282364,NA
1985,4,3,18,284.8062849328477,NA
1985,4,4,0,298.7966118294376,NA
1985,4,4,6,308.9527123292264,NA
1985,4,4,12,318.2142815810601,NA
1985,4,4,18,326.0636371024974,NA
1985,4,5,0,334.5143741478994,NA
1985,4,5,6,337.2576730551181,NA
1985,4,5,12,344.09721683467757,NA
1985,4,5,18,351.560087206864,NA
1985,4,6,0,362.6175595017185,NA
1985,4,6,6,372.9952308753145,NA
1985,4,6,12,383.73618486961436,NA
1985,4,6,18,393.13638937369666,NA
1985,4,7,0,407.70785737896796,NA
1985,4,7,6,422.8536151623493,NA
1985,4,7,12,437.3003956300177,NA
1985,4,7,18,448.79736848852286,NA
1985,4,8,0,463.9720014191706,NA
1985,4,8,6,477.50570498666906,NA
1985,4,8,12,489.9103944940734,NA
1985,4,8,18,498.6830235727998,NA
1985,4,9,0,510.78978728404655,NA
1985,4,9,6,520.2280780954873,NA
1985,4,9,12,529.2187504750821,NA
1985,4,9,18,536.2584540929274,NA
1985,4,10,0,551.2261639025605,NA
1985,4,10,6,562.6192982240653,NA
1985,4,10,12,571.8621982112542,NA
1985,4,10,18,580.4899943948564,NA
1985,4,11,0,597.4134120337358,NA
1985,4,11,6,608.354934186314,NA
1985,4,11,12,616.0120901707555,NA
1985,4,11,18,621.4769210357308,NA
1985,4,12,0,633.8074712767473,NA
1985,4,12,6,640.6365158805431,NA
1985,4,12,12,645.1722711248128,NA
1985,4,12,18,646.630880742699,NA
1985,4,13,0,655.1570122438818,NA
1985,4,13,6,658.7606237334977,NA
1985,4,13,12,661.3873375516687,NA
1985,4,13,18,663.3619984725349,NA
1985,4,14,0,675.2468905464806,NA
1985,4,14,6,680.7410034199123,NA
1985,4,14,12,684.5440039031424,NA
1985,4,14,18,690.3977745541197,NA
1985,4,15,0,706.3755994382828,NA
1985,4,15,6,713.0643070008111,NA
1985,4,15,12,716.4098955254165,NA
1985,4,15,18,721.3036751949894,NA
1985,4,16,0,735.6285184111048,NA
1985,4,16,6,739.608152054687,NA
1985,4,16,12,740.4164371078084,NA
1985,4,16,18,739.8412678282893,NA
1985,4,17,0,744.3300332293713,NA
1985,4,17,6,742.8252100226815,NA
1985,4,17,12,742.7913257008173,NA
1985,4,17,18,739.8596943527841,NA
1985,4,18,0,739.7059390248777,NA
1985,4,18,6,732.5124864780305,NA
1985,4,18,12,728.4368201119482,NA
1985,4,18,18,723.7562861094727,NA
1985,4,19,0,722.9498571301989,NA
1985,4,19,6,715.6204369915777,NA
1985,4,19,12,711.1192773801763,NA
1985,4,19,18,706.7649773370537,NA
1985,4,20,0,706.0195153206606,NA
1985,4,20,6,695.1579934975493,NA
1985,4,20,12,682.6896663960823,NA
1985,4,20,18,669.7815043854878,NA
1985,4,21,0,663.0092159957014,NA
1985,4,21,6,649.6848558635454,NA
1985,4,21,12,636.8634440496816,NA
1985,4,21,18,624.5554881982134,NA
1985,4,22,0,618.5681502200449,NA
1985,4,22,6,606.3943685351478,NA
1985,4,22,12,594.5645319779319,NA
1985,4,22,18,583.7673928737556,NA
1985,4,23,0,578.5463961867326,NA
1985,4,23,6,567.2876167045837,NA
1985,4,23,12,557.8352027877893,NA
1985,4,23,18,549.2824743090532,NA
1985,4,24,0,545.6597604057088,NA
1985,4,24,6,536.3625148379103,NA
1985,4,24,12,528.4472250758204,NA
1985,4,24,18,520.9513830780852,NA
1985,4,25,0,517.5854161219734,NA
1985,4,25,6,508.3551639207535,NA
1985,4,25,12,499.40406733918127,NA
1985,4,25,18,490.47534250485796,NA
1985,4,26,0,486.07179578412104,NA
1985,4,26,6,476.10694041705887,NA
1985,4,26,12,467.62555070931313,NA
1985,4,26,18,459.56093849358166,NA
1985,4,27,0,456.28633775359367,NA
1985,4,27,6,448.014961801121,NA
1985,4,27,12,446.8476474444627,NA
1985,4,27,18,446.12030446508766,NA
1985,4,28,0,446.5761640334306,NA
1985,4,28,6,445.17286183941616,NA
1985,4,28,12,449.30370939257597,NA
1985,4,28,18,452.78856802823327,NA
1985,4,29,0,456.50628122616934,NA
1985,4,29,6,459.35880287582825,NA
1985,4,29,12,466.2014799122362,NA
1985,4,29,18,470.5562603282898,NA
1985,4,30,0,474.24288722217113,NA
1985,4,30,6,476.7638091803926,NA
1985,4,30,12,483.07001257853176,NA
1985,4,30,18,486.8943900980146,NA
1985,5,1,0,490.1322677957817,NA
1985,5,1,6,493.6882785204896,NA
1985,5,1,12,500.76060428267806,NA
1985,5,1,18,505.2381071069161,NA
1985,5,2,0,510.34517014723906,NA
1985,5,2,6,515.8997457419939,NA
1985,5,2,12,522.7126158869769,NA
1985,5,2,18,526.4873746655651,NA
1985,5,3,0,532.2946307483201,NA
1985,5,3,6,536.3041728104722,NA
1985,5,3,12,539.9638569578028,NA
1985,5,3,18,540.666771995444,NA
1985,5,4,0,542.750951987761,NA
1985,5,4,6,539.9841587792386,NA
1985,5,4,12,537.8907281148738,NA
1985,5,4,18,533.3651365760577,NA
1985,5,5,0,530.8754349527266,NA
1985,5,5,6,520.7335840215668,NA
1985,5,5,12,513.4654268472593,NA
1985,5,5,18,506.3361681330133,NA
1985,5,6,0,502.57125562508264,NA
1985,5,6,6,495.00502578762206,NA
1985,5,6,12,489.68916404011907,NA
