year,month,day,hour,MFNW1,NFNW1,NSSW1
2000,3,28,6,371.87893699502945,353.3537536767006,1032.518364043045
2000,3,28,12,346.56041858510974,347.1338661911011,985.2493341762544
2000,3,28,18,334.6697078248978,336.30225021362304,928.1779774454118
2000,3,29,0,323.5251828377724,334.29088955554965,881.8174647935867
2000,3,29,6,310.3073957008362,333.829861524868,827.7226335468292
2000,3,29,12,296.01104747962955,326.5365994782448,778.8312996229172
2000,3,29,18,282.89109703121187,318.345698443985,735.564851196289
2000,3,30,0,279.74664943733217,314.0291302750588,707.7811176654816
2000,3,30,6,271.37006076722145,313.93934280118947,688.7178830783845
2000,3,30,12,261.65809391531945,313.3166569030762,664.3067368068696
2000,3,30,18,253.06075805935862,306.7770573059082,641.4423868968964
2000,3,31,0,252.4163830640316,305.7432552436829,631.0238067707062
2000,3,31,6,253.43651156497003,309.60953889436723,633.499260223198
2000,3,31,12,248.73817823848725,305.9682627879143,623.8036275516511
2000,3,31,18,243.7434384763241,297.46957190980913,605.94076998767855
2000,4,1,0,255.50113512248996,298.42234296598434,606.7132251642228
2000,4,1,6,278.29731929836277,305.7050298937798,642.2329612260819
2000,4,1,12,286.72481335735324,309.7151553677559,658.2918517044068
2000,4,1,18,313.5973690541268,308.39033546543124,668.7237012472153
2000,4,2,0,390.9977414740563,320.05199723472595,764.9952048217774
2000,4,2,6,441.29432008934026,345.50772275962834,913.6104481515885
2000,4,2,12,400.0938592084885,359.4693718378067,889.7975033470154
2000,4,2,18,380.3843299388886,359.01214950275426,831.1489046895981
2000,4,3,0,428.9151331397057,357.6733529306412,870.2738132675171
2000,4,3,6,504.09334977817537,382.36608699998857,1016.458934705162
2000,4,3,12,466.6965638031006,408.4994284192085,1053.8180678686142
2000,4,3,18,427.5859350034714,415.40053542242055,1041.389137446022
2000,4,4,0,521.5061922536851,434.23920028867724,1184.9586345886232
2000,4,4,6,623.9116688930512,510.3217579805374,1415.965032850647
2000,4,4,12,849.1424356964112,606.6808262332917,1482.266582309723
2000,4,4,18,1024.1104036430359,759.5119046733856,1579.4282145168306
2000,4,5,0,775.2253188175201,850.5103980421067,1532.7577229042054
